0.35117,-0.083751,0.13529,-0.20221,-0.28051,-0.020687,-0.26959,-0.18543,0.42934,0.10243,0.024582,-0.22039,-0.10673,-0.062732,-0.064781,-0.072283,-0.30258,-0.21894,-0.07784,-0.29416,-0.067835,-0.15453,-0.45301,0.033649,-0.37275,-0.30292,0.32659,0.011238,-0.046014,-0.096237,-0.011432,-0.13148,-0.19047,-0.11039,-0.20073,0.073033,0.17805,-0.2912,-0.018366,-0.15631,-0.20976,0.01484,0.068981,-0.21133,0.17947,-0.23823,-0.016868,0.014969,-0.11585,-0.03679,-0.071455,0.0060962,-0.16337,0.017468,-0.092615,-0.2554,0.037237,-0.0036531,0.027116,-0.67106,-0.014657,-0.0074728,-0.052786,0.16518,-0.071962,-0.092525,0.16373,-0.15735,-0.14783,0.018447,0.31869,-0.014545,-0.32017,0.20747,-0.23156,0.070435,-0.033431,0.061671,-0.042569,-0.057494,0.20257,0.22899,-0.065921,0.19491,0.26263,-0.22582,-0.026134,0.034232,-0.10225,0.13321,-0.0099931,0.0029158,-0.24468,-0.085021,0.30668,-0.14319,-0.0047931,-0.26349,-0.56624,0.17975,-0.25313,0.23512,0.063068,0.0090853,0.078908,-0.014224,0.072427,0.10442,-0.3249,-0.46676,-0.047061,0.040876,-0.21755,-0.038287,0.067683,-0.14376,-0.25533,-0.13546,-0.31968,-0.15953,-0.003293,0.0091239,-0.22909,0.10041,0.0033394,-0.0055458,0.22469,-0.48622
0.24311,-0.44731,0.25031,-0.15211,-0.33659,0.028722,0.11629,0.1124,0.32425,-0.40943,0.10364,-0.10884,-0.008052,0.0034603,0.10437,0.10927,0.0074325,-0.11549,0.29373,0.021571,-0.3366,0.19041,-0.53533,-0.22634,0.032707,-0.30429,-0.33307,0.1151,-0.014687,0.049574,-0.7566,0.0171,-0.44771,-0.024956,-0.090364,0.31508,-0.060539,0.27883,-0.099794,-0.10715,0.20831,-0.32572,-0.20139,0.1429,-0.44102,-0.022802,0.25587,-0.000764,-0.1941,0.095097,0.09356,-0.5757,-0.30597,-0.12498,0.065033,-0.15906,-0.10316,-0.4473,-0.075858,-0.36797,-0.31761,0.29086,-0.12165,-0.31136,0.13742,-0.21248,-0.10237,0.10471,-0.15299,0.49862,0.00060169,-0.082095,-0.18317,0.12437,-0.10866,0.052209,0.048612,0.061346,-0.13358,0.14553,-0.14362,-0.11043,-0.080602,0.011494,-0.097868,-0.40805,-0.20168,-0.017946,-0.13646,-0.26323,-0.36013,-0.018006,0.040759,-0.055118,0.27217,-0.16005,0.20796,-0.15119,0.44874,0.27564,-0.16996,-0.039287,0.020796,-0.22835,-0.1258,0.047711,-0.065786,-0.34851,-0.21431,0.21887,-0.40527,-0.24664,-0.43061,-0.36096,-0.023861,0.16727,0.09087,0.14807,-0.63078,0.21762,0.15108,-0.20694,-0.014166,0.024383,0.24195,-0.39709,-0.42737,-0.21197
0.010702,0.2228,-0.27739,-0.2116,-0.17516,-0.27573,-0.28839,-0.44693,0.42403,0.38044,-0.0085677,-0.22947,-0.085544,-0.3779,-0.064242,-0.070209,-0.13577,-0.02645,-0.31512,-0.44744,-0.49866,-0.65413,0.00097277,-0.14343,0.05783,0.095528,0.51462,-0.028867,0.0027315,-0.19989,-0.13255,-0.21526,-0.049644,0.067424,-0.17775,-0.015024,0.28811,-0.27137,-0.16769,-0.051248,-0.040086,0.11766,-0.21141,-0.40863,0.18265,0.11103,0.052776,-0.18867,-0.33341,-0.22052,-0.15364,-0.21745,-0.18705,-0.0070606,-0.30751,-0.21969,-0.064561,0.037991,0.031252,-0.25364,0.21691,0.051591,0.08099,-0.045846,-0.15791,-0.076241,-0.015019,-0.04511,-0.21665,0.12277,-0.12813,-0.069882,-0.12153,-0.30607,-0.080704,-0.055617,-0.030043,0.02875,-0.31266,0.17634,-0.087415,0.30272,0.0072534,-0.20272,0.56897,-0.20853,-0.069645,0.13375,-0.20697,-0.092269,-0.063296,-0.023177,-0.27991,0.016133,-0.32127,0.33529,-0.068085,-0.042923,-0.52335,-0.1148,0.0040759,-0.086854,-0.33342,-0.31262,0.47319,0.0056274,0.0040111,-0.30437,-0.59442,-0.38224,-0.25061,0.03736,0.3045,-0.14295,-0.087386,-0.095518,-0.29786,-0.090842,-0.41262,0.072994,-0.13841,0.37286,-0.44039,0.40189,-0.18639,-0.10243,-0.02045,-0.4386
0.3485,0.17231,-0.42283,-0.056756,0.002979,-0.27847,-0.079847,-0.017501,0.13387,0.035886,-0.10768,-0.024012,0.079734,-0.10892,-0.0878,-0.071681,-0.21134,0.047234,-0.30247,-0.039284,-0.045262,-0.17444,-0.10767,0.20864,-0.21431,-0.18483,0.28403,0.12665,-0.012073,-0.15143,0.1471,-0.18165,0.017864,0.089989,-0.22825,-0.10643,0.014946,-0.13806,0.13727,0.11919,-0.14477,0.13609,0.06125,-0.053419,0.0019401,0.087349,-0.024392,-0.072475,-0.25944,-0.16057,-0.063057,-0.19569,-0.095471,-0.0011481,-0.27805,-0.23855,-0.16543,0.33579,-0.021687,-0.25583,0.13523,0.035902,-0.088372,-0.1852,-0.51138,0.41397,-0.062856,-0.44247,-0.16862,0.11493,0.16099,-0.15545,-0.19021,-0.29058,0.022788,0.073463,0.043583,0.039063,-0.046289,-0.16872,-0.2106,-0.042038,0.13568,-0.0056395,0.039974,0.10588,0.12263,0.1306,-0.021936,-0.0079943,-0.14314,0.052848,0.0032162,-0.014677,-0.5922,0.26426,0.15258,-0.077934,-0.33031,-0.30461,0.037822,0.061076,-0.22071,0.052683,0.12454,-0.039364,-0.040931,-0.11807,-0.19424,-0.24245,0.12026,0.075662,-0.015568,-0.0078602,-0.22656,-0.2094,-0.17516,-0.062235,-0.027201,-0.20403,0.15976,0.046624,-0.21395,-0.040604,-0.13995,-0.10059,0.0041282,-0.10645
-0.12387,0.38409,-0.78602,0.13225,0.13072,-0.8313,-0.7491,-0.30108,0.14864,-0.09339,0.20484,0.32694,-0.18079,-0.40751,-0.48387,-0.073751,-0.31805,-0.11576,0.033916,0.37186,0.13224,0.14572,-0.20407,-0.70203,0.57542,0.31832,-0.68684,0.049863,0.057988,-0.83035,-0.54707,-0.65151,0.78774,0.060277,-0.2225,-0.051688,-0.13892,0.22782,0.25805,-0.49278,0.017831,-0.13989,-0.13533,-0.20278,-0.11709,-0.50346,-0.077164,0.077502,-0.27518,0.00064691,0.50831,-0.10191,0.67349,0.31282,-0.30237,0.047687,-0.76411,-0.21438,-0.32913,0.36614,-0.24696,0.32141,-0.33722,-0.925,-0.88638,0.22734,0.16485,-0.90588,-0.47282,0.030939,-0.28977,-0.30586,1.0412,-0.57495,-0.31002,-0.088309,-0.013171,-0.089137,-0.061841,-0.55452,-0.80848,-0.85636,0.16458,-0.57064,0.10977,1.1681,-0.38795,-0.069863,-0.22109,-0.25526,-0.30137,-0.05401,0.73929,-0.1567,-0.8835,-0.28339,-0.075357,0.76093,-0.21961,-0.66856,-0.029522,0.028973,-0.57832,0.32615,-0.16453,-0.24375,0.073919,-0.085175,0.018642,0.23519,-0.07732,0.17213,-0.2346,0.052366,-0.59257,-0.42025,-0.042017,-0.22393,0.38517,-0.10101,0.3947,0.13673,0.121,-0.51219,0.091309,-0.29337,-0.4756,0.36064
0.055332,0.14182,0.69075,-0.22536,-0.17339,0.48008,0.20686,0.31613,-0.66116,-0.17356,-0.16548,0.030313,-0.1334,-0.088152,0.080239,0.13521,-0.16811,0.012338,0.53258,0.52001,-0.014708,-0.14518,-0.28676,-0.67363,0.50313,0.10682,-0.18799,0.11587,0.0086816,0.16507,0.16641,0.23582,0.46506,-0.10622,-0.1122,-0.043285,-0.51661,0.20724,-0.0047303,-0.4855,0.17003,-0.069662,-0.68961,-0.46641,-0.084497,-0.45231,-0.64826,0.054881,-0.17864,-0.11716,0.0062794,0.091146,0.59332,-0.29213,0.37519,-0.27086,-0.037428,0.43503,-0.19893,-0.14559,-0.2089,-0.061632,-0.054121,-0.6804,0.83549,0.1656,0.20684,0.92824,0.13924,-0.53126,-0.7539,0.28572,0.80363,0.2382,-0.17657,0.065284,0.0031182,-0.050017,0.16419,0.0114,-0.48206,-0.59344,0.098109,-0.2198,0.19089,0.866,0.47829,0.18938,-0.41058,-0.3633,-0.1789,-0.21132,0.68089,-0.15077,0.62361,-0.134,-0.24084,0.46707,-0.86946,0.66034,-0.28845,0.011983,0.11685,-0.0094514,-0.44947,0.041912,-0.15783,0.2454,0.31723,-0.12366,-0.36582,0.048778,-0.25731,-0.52988,0.019788,-0.17273,0.64223,-0.086086,0.15304,-0.014063,-0.064672,0.012737,0.53085,-0.2917,-0.34981,-0.30963,-0.11005,0.24979
0.33946,-0.71473,-0.50993,0.029422,0.4802,-0.064452,0.16873,-0.030223,-0.41175,0.042068,-0.26019,-0.23165,-0.028061,0.014782,-0.013449,-0.076457,-0.1315,-0.45951,-0.45421,-0.44265,0.41273,0.18382,0.90519,0.97192,-0.86937,-0.31255,0.070226,0.015163,0.17584,-0.22122,0.64027,-0.32896,-0.47724,-0.26332,0.0099479,-0.20085,0.080798,-0.25391,-0.19235,0.83131,-0.24921,-0.12762,0.6519,0.081762,-0.082677,0.77369,-0.11393,0.15095,-0.11189,-0.050687,-0.15705,0.27998,-0.074671,-0.19453,-0.56866,-0.041309,-0.16832,0.86721,-0.32502,0.23091,-0.025858,-0.28943,0.16999,0.25539,-0.60015,0.17443,0.24068,-0.61748,0.28212,-0.39427,0.2185,0.028938,-0.43905,-0.26437,-0.041209,0.021018,0.047375,-0.010143,0.35859,-0.17385,0.0036844,0.25782,0.042855,0.2959,0.022641,-0.60549,1.0177,-0.10809,0.040763,-0.34782,0.14679,0.050473,-0.48005,0.094146,-0.39866,-0.051488,0.27051,-0.80875,0.48738,-0.50877,-0.2128,0.00055504,0.051713,0.090255,-0.56419,-0.3984,-0.025755,0.36598,-0.031589,0.13482,0.37007,-0.50836,-0.32956,-0.1497,0.078194,-0.074923,-0.25976,-0.090263,0.24377,-0.16778,-0.048997,-0.19286,-0.084027,-0.22998,0.38724,0.11911,0.20231,0.21222
0.0034833,-0.3788,-0.27163,-0.046528,-0.43896,-0.62293,0.21755,0.099698,-0.91839,-0.23609,0.013382,-0.152,-0.13902,0.049593,-0.11262,-0.1612,-0.22017,0.60037,-0.49007,0.010584,-0.14098,-0.082237,-0.26103,-0.50004,-0.31691,0.17639,0.032598,-0.067955,0.030712,-0.47306,0.31312,-0.11935,-0.27197,-0.4162,0.095251,-0.39677,-0.21916,0.26629,-0.42403,-0.31226,0.09965,0.31037,-0.62715,-0.1108,0.068824,-0.017659,-0.012041,-0.14019,-0.13055,-0.18472,-0.047803,0.077667,-0.31404,-0.42222,-0.4194,-0.15132,0.17639,-0.082807,-0.23828,-0.58766,0.32082,-0.31174,0.18496,-0.22902,-0.17295,0.10392,-0.02928,-0.32422,0.25671,0.34387,-0.57441,0.21004,-0.57541,-0.28048,-0.066068,0.11612,0.13199,-0.06839,-0.39402,0.17877,0.24211,0.042749,-0.10296,-0.021305,-0.19114,-0.59195,0.19694,-0.27746,0.20201,-0.32461,0.26543,-0.18349,-0.59817,-0.079609,-0.33949,0.051102,-0.26127,-0.12714,-0.33788,-0.25067,-0.18628,-0.14373,0.10202,-0.44704,0.13718,-0.2203,-0.11218,-0.063915,-0.21111,-0.24243,-0.21493,-0.2598,0.53913,-0.031612,-0.51435,0.26511,-0.60063,0.030771,0.22612,-0.045404,-0.39037,0.019425,-0.78225,-0.010045,-0.13668,0.20231,0.2158,-0.5887
0.67764,0.26617,0.38258,-0.43325,-0.44281,0.23852,-0.0075411,-0.094603,0.13514,-0.071772,0.060306,-0.11424,-0.042172,0.035781,0.24817,0.040504,0.20857,-0.43889,0.077614,-0.025687,-0.0543,0.069849,-0.54832,-0.37348,-0.095737,-0.088171,0.37014,-0.14827,0.18011,0.03656,0.0058929,-0.029753,-0.21332,-0.1339,-0.11132,-0.073057,-0.031318,0.21501,-0.33304,-0.099111,-0.076279,0.41195,-0.61693,0.17445,0.11227,-0.23492,-0.015627,-0.07021,-0.22341,0.062804,-0.31974,-0.017551,0.14361,-0.2161,0.085883,0.23114,0.069372,0.11514,-0.2392,-0.35185,0.10478,0.41519,0.1393,0.37695,0.28108,-0.067882,0.14808,0.31891,0.16419,-0.17426,-0.33673,0.024883,-0.39317,-0.13997,-0.014705,-0.041918,0.044505,0.033434,0.01008,0.11091,0.14715,-0.20871,0.10186,-0.1961,0.15343,-0.50946,-0.047438,0.10769,-0.30595,0.25666,0.22624,-0.15201,-0.21577,0.20355,0.31575,0.14795,0.011256,-0.44937,-0.11051,0.080477,-0.17137,0.0090755,0.46479,-0.23887,0.14992,0.14212,-0.176,-0.065707,0.080409,-0.38625,-0.11721,0.084326,-0.23288,0.48016,-0.031232,-0.069743,-0.18751,-0.21671,0.1586,0.093034,0.019268,0.121,-0.13484,0.1254,-0.002594,-0.16965,0.067852,-0.26063
-0.18035,-0.43504,-0.28278,-0.0057225,0.24002,0.39105,-0.43817,-0.32075,-0.42916,-0.26643,-0.10589,-0.33485,-0.14899,0.15657,-0.11602,-0.079551,-0.50389,-0.16382,-0.069015,-0.69375,0.54832,-0.13247,-0.43219,0.35636,-0.55935,-0.20677,0.66071,0.019249,-0.062476,0.16923,-0.098214,-0.10395,-0.12472,-0.70667,-0.32901,0.052373,0.066049,-0.51131,0.15068,0.065729,-0.091645,-0.55096,0.49665,-0.33415,-0.3408,-0.39292,-0.12025,-0.19628,0.028209,-0.26982,-0.43068,-0.49872,-0.50985,-0.029103,-0.28771,-0.20652,0.27013,-0.37767,0.071269,-0.73528,-0.26352,-0.2075,-0.3967,0.071119,-0.36776,0.036101,-0.30704,-0.30328,-0.41319,-0.38399,0.70659,-0.079483,-0.23153,0.14136,-0.48149,0.061163,0.16738,0.23577,0.049658,-0.56038,0.28941,0.34626,-0.26657,0.27153,-0.1063,-0.08068,-0.27563,-0.065162,-0.11112,-0.17773,-0.23475,0.2998,-0.258,-0.22342,0.072093,0.21518,-0.14838,-0.15288,-0.50381,-0.27271,-0.23783,0.2664,-0.052262,0.26916,0.047413,-0.14996,0.13277,-0.48378,-0.25112,-0.42798,-0.10756,-0.24897,0.37525,0.047106,0.63643,-0.12965,-0.55333,0.034944,-0.42131,-0.01289,0.1099,-0.33439,-0.5282,0.19889,0.14247,-0.058727,0.40434,-0.75734
